Frequency (Hz)	Level (dB)
6739.892578	-77.629982
6750.659180	-78.643105
6761.425781	-77.432808
6772.192383	-79.456787
6782.958984	-76.402191
6793.725586	-73.304596
6804.492188	-74.238922
6815.258789	-76.018555
6826.025391	-78.479179
6836.791992	-81.119331
6847.558594	-79.141014
6858.325195	-75.909874
6869.091797	-74.512199
6879.858398	-75.350471
6890.625000	-75.075867
6901.391602	-74.935890
6912.158203	-74.320839
6922.924805	-77.960037
6933.691406	-75.199989
6944.458008	-76.164886
6955.224609	-78.167999
6965.991211	-79.447136
6976.757812	-83.404861
6987.524414	-77.629967
6998.291016	-80.564407
7009.057617	-79.403946
7019.824219	-76.628937
7030.590820	-76.207748
7041.357422	-76.221024
7052.124023	-75.968758
7062.890625	-76.297630
7073.657227	-77.140411
7084.423828	-77.239929
7095.190430	-79.967690
7105.957031	-77.416618
7116.723633	-73.498100
7127.490234	-73.413246
7138.256836	-78.805779
7149.023438	-80.576462
7159.790039	-79.388351
7170.556641	-76.668945
7181.323242	-74.499748
7192.089844	-73.987709
7202.856445	-72.976204
7213.623047	-74.600945
7224.389648	-76.659760
7235.156250	-75.574341
7245.922852	-75.536568
7256.689453	-74.954498
7267.456055	-74.856781
7278.222656	-74.207626
7288.989258	-78.012390
7299.755859	-82.127129
7310.522461	-81.505196
7321.289062	-77.474571
7332.055664	-75.612732
7342.822266	-75.756332
7353.588867	-75.376266
7364.355469	-74.032730
7375.122070	-74.470245
7385.888672	-75.659378
7396.655273	-79.954918
7407.421875	-79.530693
7418.188477	-79.049629
7428.955078	-77.501884
7439.721680	-76.583870
7450.488281	-77.814880
7461.254883	-85.517731
7472.021484	-82.469772
7482.788086	-80.220207
7493.554688	-78.345276
7504.321289	-75.780273
7515.087891	-78.567848
7525.854492	-80.896255
7536.621094	-80.283981
7547.387695	-77.270180
7558.154297	-74.224960
7568.920898	-78.161774
7579.687500	-81.267578
7590.454102	-78.863800
7601.220703	-80.345604
7611.987305	-78.136665
7622.753906	-75.240944
7633.520508	-77.648483
7644.287109	-80.460014
7655.053711	-78.068863
7665.820312	-77.553154
7676.586914	-79.972733
7687.353516	-78.351761
7698.120117	-78.539467
7708.886719	-79.224899
7719.653320	-80.352249
7730.419922	-77.648170
7741.186523	-77.327110
7751.953125	-77.626450
7762.719727	-80.246063
7773.486328	-77.230530
7784.252930	-76.109016
7795.019531	-78.516708
7805.786133	-77.703201
7816.552734	-78.657547
7827.319336	-78.312134
7838.085938	-80.747093
7848.852539	-75.136368
7859.619141	-76.592751
7870.385742	-78.124428
7881.152344	-78.275909
7891.918945	-80.287735
7902.685547	-79.428864
7913.452148	-80.771400
7924.218750	-81.364655
7934.985352	-78.570183
7945.751953	-77.222946
7956.518555	-76.990677
7967.285156	-78.751823
7978.051758	-78.353554
7988.818359	-77.251694
7999.584961	-81.032196
8010.351562	-76.719826
8021.118164	-74.482948
8031.884766	-76.054176
8042.651367	-76.426956
8053.417969	-77.659073
8064.184570	-75.753006
8074.951172	-78.479317
8085.717773	-82.403091
8096.484375	-80.555984
8107.250977	-81.641136
8118.017578	-80.251595
8128.784180	-79.513573
8139.550781	-76.669685
8150.317383	-78.249527
8161.083984	-79.861588
8171.850586	-79.648460
8182.617188	-78.903625
8193.383789	-79.002846
8204.150391	-79.640701
8214.916992	-79.258575
8225.683594	-76.952637
8236.450195	-78.836861
8247.216797	-83.467628
8257.983398	-81.955139
8268.750000	-79.295769
8279.516602	-78.252403
8290.283203	-79.432961
8301.049805	-79.074944
8311.816406	-80.635475
8322.583008	-80.626732
8333.349609	-75.861374
8344.116211	-78.727379
8354.882812	-80.452583
8365.649414	-80.998055
8376.416016	-79.096848
8387.182617	-81.817551
8397.949219	-80.305145
8408.715820	-79.489792
8419.482422	-79.407539
8430.249023	-78.281120
8441.015625	-78.315025
8451.782227	-77.385086
8462.548828	-77.075844
8473.315430	-77.426689
8484.082031	-79.029251
8494.848633	-78.932655
8505.615234	-77.075203
8516.381836	-78.289047
8527.148438	-81.741196
8537.915039	-78.007172
8548.681641	-77.376205
8559.448242	-78.591957
8570.214844	-79.672836
8580.981445	-82.911011
8591.748047	-80.195198
8602.514648	-77.191284
8613.281250	-79.457176
8624.047852	-79.924995
8634.814453	-80.627304
8645.581055	-76.828430
8656.347656	-77.590050
8667.114258	-80.965858
8677.880859	-82.601974
8688.647461	-80.492989
8699.414062	-78.311485
8710.180664	-81.112152
8720.947266	-81.227859
8731.713867	-82.269783
8742.480469	-78.748711
8753.247070	-75.615181
8764.013672	-80.732018
8774.780273	-85.528999
8785.546875	-82.850327
8796.313477	-79.942230
8807.080078	-77.833878
8817.846680	-78.561615
8828.613281	-79.816277
8839.379883	-81.686020
8850.146484	-84.152039
8860.913086	-80.013222
8871.679688	-83.489761
8882.446289	-79.869698
8893.212891	-78.714813
8903.979492	-81.376060
8914.746094	-81.488930
8925.512695	-78.458542
8936.279297	-78.809967
8947.045898	-81.479614
8957.812500	-82.016922
8968.579102	-79.560181
8979.345703	-82.494141
8990.112305	-77.711044
9000.878906	-74.491989
9011.645508	-79.398354
9022.412109	-85.225685
9033.178711	-81.072006
9043.945312	-81.977890
9054.711914	-86.895477
9065.478516	-83.301971
9076.245117	-86.491783
9087.011719	-83.312096
9097.778320	-83.593666
9108.544922	-83.992310
9119.311523	-80.073982
9130.078125	-78.354927
9140.844727	-77.397980
9151.611328	-79.378807
9162.377930	-77.988449
9173.144531	-79.754219
9183.911133	-81.423569
9194.677734	-82.666336
9205.444336	-82.411942
9216.210938	-81.114700
9226.977539	-86.581612
9237.744141	-84.690033
9248.510742	-81.749596
9259.277344	-79.079834
9270.043945	-77.325760
9280.810547	-75.794769
9291.577148	-75.638252
9302.343750	-77.013283
9313.110352	-81.816139
9323.876953	-81.797272
9334.643555	-79.737961
9345.410156	-80.311172
9356.176758	-80.835136
9366.943359	-80.009087
9377.709961	-81.628845
9388.476562	-83.688889
9399.243164	-82.871918
9410.009766	-79.689995
9420.776367	-79.074081
9431.542969	-77.546516
9442.309570	-75.763977
9453.076172	-81.052231
9463.842773	-80.655830
9474.609375	-80.083237
9485.375977	-81.252060
9496.142578	-81.239319
9506.909180	-80.104980
9517.675781	-80.685646
9528.442383	-84.031441
9539.208984	-84.991386
9549.975586	-80.561417
9560.742188	-80.402954
9571.508789	-83.344398
9582.275391	-83.789787
9593.041992	-82.498032
9603.808594	-84.589699
9614.575195	-87.303101
9625.341797	-82.600220
9636.108398	-82.317017
9646.875000	-84.958969
9657.641602	-79.186874
9668.408203	-77.877686
9679.174805	-78.792725
9689.941406	-79.640564
9700.708008	-81.248917
9711.474609	-79.690948
9722.241211	-80.097176
9733.007812	-80.273369
9743.774414	-83.820747
9754.541016	-82.564369
9765.307617	-81.360680
9776.074219	-82.427628
9786.840820	-82.158562
9797.607422	-78.979729
9808.374023	-78.196220
9819.140625	-80.226212
9829.907227	-81.233444
9840.673828	-80.691116
9851.440430	-80.116936
9862.207031	-80.581192
9872.973633	-83.400101
9883.740234	-84.617020
9894.506836	-80.434113
9905.273438	-78.240753
9916.040039	-79.796539
9926.806641	-83.300903
9937.573242	-86.366745
9948.339844	-84.490486
9959.106445	-82.241585
9969.873047	-80.630379
9980.639648	-82.106979
9991.406250	-85.416985
10002.172852	-80.200150
10012.939453	-78.671768
10023.706055	-83.735573
10034.472656	-82.784416
10045.239258	-86.874702
10056.005859	-83.557549
10066.772461	-80.714828
10077.539062	-82.516411
10088.305664	-86.197777
10099.072266	-85.574226
10109.838867	-82.243011
10120.605469	-82.547882
10131.372070	-81.860008
10142.138672	-81.963280
10152.905273	-86.219040
10163.671875	-84.632156
10174.438477	-87.768539
10185.205078	-84.257660
10195.971680	-85.806808
10206.738281	-84.762703
10217.504883	-83.588799
10228.271484	-84.991302
10239.038086	-86.866180
10249.804688	-82.643349
10260.571289	-80.813393
10271.337891	-85.708542
10282.104492	-90.863335
10292.871094	-83.962997
10303.637695	-81.116295
10314.404297	-80.937431
10325.170898	-82.503868
10335.937500	-85.901146
10346.704102	-84.781311
10357.470703	-81.749580
10368.237305	-81.658043
10379.003906	-81.676079
10389.770508	-81.693428
10400.537109	-78.160408
10411.303711	-80.394859
10422.070312	-81.455910
10432.836914	-85.420914
10443.603516	-83.449051
10454.370117	-82.594925
10465.136719	-82.704849
10475.903320	-81.199509
10486.669922	-83.022621
10497.436523	-79.238297
10508.203125	-79.241058
10518.969727	-81.842896
10529.736328	-82.972000
10540.502930	-84.665497
10551.269531	-82.560600
10562.036133	-82.305603
10572.802734	-82.977066
10583.569336	-85.455475
10594.335938	-88.872337
10605.102539	-87.854820
10615.869141	-87.398483
10626.635742	-87.297440
10637.402344	-84.947952
10648.168945	-84.351578
10658.935547	-83.450653
10669.702148	-84.010452
10680.468750	-82.728195
10691.235352	-81.369644
10702.001953	-80.712593
10712.768555	-82.080223
10723.535156	-83.925705
10734.301758	-89.324043
10745.068359	-87.703133
10755.834961	-85.047844
10766.601562	-84.064384
10777.368164	-81.505615
10788.134766	-81.699135
10798.901367	-80.939613
10809.667969	-80.460709
10820.434570	-82.989723
10831.201172	-83.779831
10841.967773	-83.161400
10852.734375	-83.924950
10863.500977	-83.191841
10874.267578	-83.858528
10885.034180	-83.561905
10895.800781	-80.952606
10906.567383	-80.621284
10917.333984	-81.225494
10928.100586	-83.277046
10938.867188	-83.349838
10949.633789	-83.256729
10960.400391	-80.042191
10971.166992	-82.963364
10981.933594	-84.712135
10992.700195	-83.664886
11003.466797	-84.711365
11014.233398	-82.560852
11025.000000	-80.986343
11035.766602	-83.367950
11046.533203	-88.533600
11057.299805	-86.353760
11068.066406	-83.142159
11078.833008	-81.576355
11089.599609	-83.572739
11100.366211	-84.427368
11111.132812	-82.873314
11121.899414	-82.361359
11132.666016	-83.612679
11143.432617	-83.079689
11154.199219	-82.290047
11164.965820	-83.275406
11175.732422	-83.212418
11186.499023	-85.121590
11197.265625	-87.029396
11208.032227	-86.558662
11218.798828	-86.032394
11229.565430	-83.459724
11240.332031	-81.246178
11251.098633	-80.026321
11261.865234	-81.151695
11272.631836	-81.265518
11283.398438	-82.417580
11294.165039	-85.265350
11304.931641	-83.854782
11315.698242	-84.484261
11326.464844	-88.724129
11337.231445	-85.824760
11347.998047	-85.072029
11358.764648	-81.791054
11369.531250	-83.373619
11380.297852	-83.807663
11391.064453	-81.936203
11401.831055	-80.255089
11412.597656	-85.145645
11423.364258	-85.277657
11434.130859	-81.827492
11444.897461	-83.120331
11455.664062	-79.660461
11466.430664	-81.680893
11477.197266	-85.634590
11487.963867	-85.871986
11498.730469	-85.654137
11509.497070	-84.066170
11520.263672	-88.942375
11531.030273	-91.756607
11541.796875	-87.260735
11552.563477	-83.434425
11563.330078	-82.968658
11574.096680	-86.915886
11584.863281	-86.126694
11595.629883	-85.700905
11606.396484	-85.170387
11617.163086	-82.367523
11627.929688	-81.489349
11638.696289	-82.349106
11649.462891	-84.232056
11660.229492	-85.835579
11670.996094	-85.949928
11681.762695	-86.357292
11692.529297	-90.135109
11703.295898	-85.879311
11714.062500	-84.607910
11724.829102	-85.071556
11735.595703	-86.656059
11746.362305	-91.682549
11757.128906	-89.019623
11767.895508	-85.459534
11778.662109	-85.481781
11789.428711	-87.837051
11800.195312	-83.062469
11810.961914	-85.312790
11821.728516	-90.807709
11832.495117	-85.611626
11843.261719	-83.940956
11854.028320	-85.143707
11864.794922	-84.280945
11875.561523	-87.842506
11886.328125	-84.265503
11897.094727	-80.935455
11907.861328	-82.724174
11918.627930	-82.537460
11929.394531	-86.620842
11940.161133	-84.123528
11950.927734	-82.211784
11961.694336	-82.402191
11972.460938	-85.446304
11983.227539	-85.797630
11993.994141	-86.468315
12004.760742	-82.861267
12015.527344	-81.113998
12026.293945	-85.282806
12037.060547	-87.669739
12047.827148	-85.737419
12058.593750	-85.816017
12069.360352	-86.215492
12080.126953	-82.457443
12090.893555	-83.003738
12101.660156	-83.707878
12112.426758	-84.393669
12123.193359	-84.808594
12133.959961	-86.183197
12144.726562	-85.265945
12155.493164	-84.385307
12166.259766	-81.789207
12177.026367	-80.233788
12187.792969	-83.220917
12198.559570	-83.786819
12209.326172	-83.164040
12220.092773	-88.045891
12230.859375	-90.363327
12241.625977	-87.717964
12252.392578	-87.482346
12263.159180	-86.509857
12273.925781	-84.621620
12284.692383	-85.423500
12295.458984	-82.821686
12306.225586	-81.605095
12316.992188	-86.065971
12327.758789	-89.916382
12338.525391	-87.797646
12349.291992	-84.194878
12360.058594	-84.462822
12370.825195	-85.317772
12381.591797	-85.429375
12392.358398	-88.014076
12403.125000	-90.880310
12413.891602	-92.784668
12424.658203	-88.472977
12435.424805	-86.845116
12446.191406	-85.996025
12456.958008	-85.410431
12467.724609	-85.565872
12478.491211	-86.248192
12489.257812	-82.073326
12500.024414	-83.099655
12510.791016	-87.287094
12521.557617	-83.997437
12532.324219	-82.163216
12543.090820	-85.007301
12553.857422	-90.843452
12564.624023	-86.533661
12575.390625	-85.223312
12586.157227	-81.647148
12596.923828	-83.500870
12607.690430	-88.750259
