Frequency (Hz)	Level (dB)
5178.735352	-64.247246
5189.501953	-65.530960
5200.268555	-65.158699
5211.035156	-65.009117
5221.801758	-65.465355
5232.568359	-65.983498
5243.334961	-66.093719
5254.101562	-65.865669
5264.868164	-66.619118
5275.634766	-66.789650
5286.401367	-66.269135
5297.167969	-66.967278
5307.934570	-66.732819
5318.701172	-66.696785
5329.467773	-66.858437
5340.234375	-66.380699
5351.000977	-65.882088
5361.767578	-65.917442
5372.534180	-66.164818
5383.300781	-66.008316
5394.067383	-66.133659
5404.833984	-66.043915
5415.600586	-65.717400
5426.367188	-66.150322
5437.133789	-66.742386
5447.900391	-66.959412
5458.666992	-66.074837
5469.433594	-65.156578
5480.200195	-64.962349
5490.966797	-65.724045
5501.733398	-65.606506
5512.500000	-65.182556
5523.266602	-65.001915
5534.033203	-64.767395
5544.799805	-64.273476
5555.566406	-63.550869
5566.333008	-63.394314
5577.099609	-63.735500
5587.866211	-63.000187
5598.632812	-63.020718
5609.399414	-63.094311
5620.166016	-63.180687
5630.932617	-63.951187
5641.699219	-63.655144
5652.465820	-63.750629
5663.232422	-62.827526
5673.999023	-61.824951
5684.765625	-61.885071
5695.532227	-62.200466
5706.298828	-61.914677
5717.065430	-62.366974
5727.832031	-62.411945
5738.598633	-62.323864
5749.365234	-62.771126
5760.131836	-64.134293
5770.898438	-63.807381
5781.665039	-63.605686
5792.431641	-64.688446
5803.198242	-64.071190
5813.964844	-63.928391
5824.731445	-64.201736
5835.498047	-63.974670
5846.264648	-63.972080
5857.031250	-64.530899
5867.797852	-64.870010
5878.564453	-64.334641
5889.331055	-64.182449
5900.097656	-64.228317
5910.864258	-64.001396
5921.630859	-64.704781
5932.397461	-65.511459
5943.164062	-65.113770
5953.930664	-64.853127
5964.697266	-65.255394
5975.463867	-65.695236
5986.230469	-65.322990
5996.997070	-65.959839
6007.763672	-65.278175
6018.530273	-64.903870
6029.296875	-66.857811
6040.063477	-67.668190
6050.830078	-67.492630
6061.596680	-66.143616
6072.363281	-65.531219
6083.129883	-65.796333
6093.896484	-66.117683
6104.663086	-66.769691
6115.429688	-67.739296
6126.196289	-67.424561
6136.962891	-67.222954
6147.729492	-67.168549
6158.496094	-67.187035
6169.262695	-67.241074
6180.029297	-67.085838
6190.795898	-66.776642
6201.562500	-66.199318
6212.329102	-66.719658
6223.095703	-66.794304
6233.862305	-66.850441
6244.628906	-67.730606
6255.395508	-67.920967
6266.162109	-67.869705
6276.928711	-67.753197
6287.695312	-68.099480
6298.461914	-67.710854
6309.228516	-67.732872
6319.995117	-67.508720
6330.761719	-67.134804
6341.528320	-66.718262
6352.294922	-66.559540
6363.061523	-67.079582
6373.828125	-67.407951
6384.594727	-67.015045
6395.361328	-66.322540
6406.127930	-66.216316
6416.894531	-66.417099
6427.661133	-66.844894
